Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,status
6603,1.0,0.63,5,171,3,0,0,technical,medium,exist
6604,0.46,0.38,6,140,3,0,0,technical,high,exist
6605,0.19,0.85,6,116,3,0,0,technical,low,exist
6606,0.73,0.6,3,145,6,1,0,technical,medium,exist
6607,0.63,0.5,4,167,3,1,0,technical,medium,exist
6608,0.68,0.89,4,227,3,0,0,technical,medium,exist
6609,0.78,0.96,4,245,3,0,0,support,medium,exist
6610,0.79,0.56,4,132,3,0,0,support,medium,exist
6611,0.86,0.99,3,254,2,0,0,support,medium,exist
6612,0.98,0.53,4,166,2,0,0,support,medium,exist
6613,0.89,0.79,2,208,3,1,0,support,medium,exist
6614,0.86,0.87,3,197,4,1,0,support,medium,exist
6615,0.65,0.83,4,263,3,1,0,support,high,exist
6616,0.52,0.98,4,272,2,0,0,support,low,exist
6617,0.54,0.65,3,147,3,1,0,support,low,exist
6618,0.68,0.73,4,197,3,0,0,support,low,exist
6619,0.88,0.65,3,268,2,0,0,support,high,exist
6620,0.75,0.85,4,181,3,0,0,technical,low,exist
6621,0.17,0.93,6,192,4,0,0,technical,low,exist
6622,0.92,0.83,5,270,3,0,0,technical,low,exist
6623,0.79,0.66,3,183,3,0,0,management,high,exist
6624,0.52,0.66,5,184,3,0,0,IT,low,exist
6625,0.95,0.73,4,238,3,1,0,IT,low,exist
6626,0.72,0.49,4,148,2,0,0,IT,low,exist
6627,0.4,0.41,4,127,3,0,0,IT,low,exist
6628,0.61,0.59,3,162,2,1,0,IT,low,exist
6629,0.49,0.97,4,166,5,0,0,product_mng,low,exist
6630,0.32,0.55,4,283,4,0,0,product_mng,low,exist
6631,0.82,0.77,3,108,6,0,0,product_mng,medium,exist
6632,0.9,0.79,3,154,2,0,0,product_mng,medium,exist
6633,0.95,0.74,3,139,2,0,0,IT,medium,exist
6634,0.55,0.6,5,271,3,1,0,RandD,medium,exist
6635,0.91,0.78,4,153,3,0,0,RandD,medium,exist
6636,0.45,0.41,3,216,6,1,0,RandD,medium,exist
6637,0.65,0.6,3,218,4,0,0,RandD,medium,exist
6638,0.88,0.89,3,171,2,0,0,RandD,medium,exist
6639,0.78,0.76,3,238,3,0,0,marketing,medium,exist
6640,0.77,0.71,3,134,3,0,0,marketing,medium,exist
6641,0.32,0.75,3,255,4,0,0,sales,medium,exist
6642,0.98,0.38,4,140,6,0,0,accounting,medium,exist
6643,0.51,0.76,2,239,3,0,0,support,high,exist
6644,0.81,0.59,4,187,2,0,0,technical,low,exist
6645,0.64,0.9,5,279,5,0,0,management,medium,exist
6646,0.73,0.94,4,213,3,1,0,marketing,medium,exist
6647,0.49,0.56,5,202,2,0,0,marketing,medium,exist
6648,0.84,0.54,3,265,2,0,0,marketing,medium,exist
6649,0.81,0.86,4,249,3,0,0,sales,low,exist
6650,0.77,0.5,4,281,2,0,0,sales,low,exist
6651,0.24,0.83,3,208,5,0,0,sales,low,exist
6652,0.77,0.78,3,165,2,0,0,sales,low,exist
6653,0.13,0.88,3,146,5,0,0,sales,low,exist
6654,0.94,0.66,4,230,2,0,0,sales,low,exist
6655,0.61,0.82,3,209,2,0,0,sales,low,exist
6656,0.95,0.49,4,178,2,0,0,sales,low,exist
6657,0.22,0.92,6,220,4,1,0,sales,low,exist
6658,0.65,0.56,3,142,3,0,0,sales,low,exist
6659,0.95,0.67,3,153,2,0,0,sales,low,exist
6660,0.98,0.62,5,254,5,1,0,sales,low,exist
6661,0.88,0.72,3,193,4,0,0,sales,low,exist
6662,0.94,0.69,3,248,3,0,0,sales,low,exist
6663,0.62,0.75,4,216,2,0,0,sales,low,exist
6664,0.81,0.96,3,226,3,0,0,sales,low,exist
6665,0.56,0.51,4,140,2,0,0,sales,low,exist
6666,0.52,0.86,6,103,4,0,0,sales,low,exist
6667,0.88,0.57,4,185,2,0,0,sales,low,exist
6668,0.56,0.92,5,160,3,0,0,accounting,low,exist
6669,0.36,0.63,3,130,5,0,0,accounting,low,exist
6670,0.56,0.85,5,230,3,0,0,accounting,medium,exist
6671,0.89,0.46,4,248,5,1,0,hr,medium,exist
6672,0.95,0.42,3,189,2,1,0,hr,medium,exist
6673,0.48,0.52,3,280,2,0,0,hr,medium,exist
6674,0.75,0.75,4,266,3,0,0,hr,medium,exist
6675,0.65,0.54,4,260,3,0,0,technical,medium,exist
6676,0.4,0.86,2,264,5,0,0,technical,medium,exist
6677,0.52,0.53,5,182,2,0,0,technical,medium,exist
6678,0.52,0.68,4,233,2,0,0,technical,medium,exist
6679,0.68,0.49,3,230,3,0,0,technical,medium,exist
6680,0.72,0.61,5,170,3,0,0,technical,medium,exist
6681,0.78,0.72,4,258,3,0,0,technical,medium,exist
6682,0.54,0.9,3,164,3,0,0,technical,high,exist
6683,0.18,0.46,4,249,4,0,0,technical,low,exist
6684,0.51,0.5,2,235,2,0,0,technical,medium,exist
6685,0.63,0.86,6,206,6,0,0,technical,medium,exist
6686,0.83,0.86,4,139,3,0,0,support,medium,exist
6687,0.91,0.82,3,145,3,1,0,support,medium,exist
6688,0.79,0.66,4,139,4,0,0,support,low,exist
6689,0.52,0.95,3,171,3,1,0,support,low,exist
6690,0.83,0.94,3,160,3,0,0,support,low,exist
6691,0.92,0.74,3,137,2,0,0,support,low,exist
6692,0.14,0.72,4,254,4,0,0,support,low,exist
6693,0.8,0.38,3,215,6,0,0,support,low,exist
6694,0.79,0.72,3,216,4,0,0,support,low,exist
6695,0.86,0.6,3,229,2,1,0,support,low,exist
6696,0.95,0.47,6,215,4,0,0,support,low,exist
6697,0.77,0.9,4,163,3,0,0,technical,low,exist
6698,0.55,0.72,4,273,3,0,0,technical,low,exist
6699,0.42,0.91,2,176,3,0,0,technical,low,exist
6700,0.79,0.86,5,270,2,0,0,management,low,exist
6701,0.41,0.48,3,182,2,0,0,IT,low,exist
6702,0.66,0.72,4,223,4,0,0,IT,low,exist
6703,1.0,0.65,4,237,3,0,0,IT,low,exist
6704,0.87,0.74,5,248,2,0,0,IT,low,exist
6705,0.51,0.99,3,233,4,0,0,IT,low,exist
6706,0.63,0.79,2,206,5,0,0,product_mng,low,exist
6707,0.86,0.86,4,227,2,0,0,product_mng,low,exist
6708,0.4,0.98,4,154,3,0,0,product_mng,low,exist
6709,0.79,0.97,6,113,2,1,0,product_mng,medium,exist
6710,0.7,0.9,4,254,3,0,0,IT,medium,exist
6711,0.49,0.91,5,231,3,0,0,RandD,medium,exist
6712,0.76,0.62,4,190,3,0,0,RandD,medium,exist
6713,0.89,0.52,3,190,3,0,0,RandD,medium,exist
6714,0.83,0.86,3,179,2,0,0,RandD,medium,exist
6715,0.19,0.69,4,269,6,0,0,RandD,medium,exist
6716,0.68,0.67,3,228,2,0,0,RandD,medium,exist
6717,0.62,0.68,4,251,4,0,0,marketing,medium,exist
6718,0.87,0.49,2,251,3,0,0,sales,medium,exist
6719,0.66,0.75,4,200,4,0,0,accounting,medium,exist
6720,0.37,0.41,2,146,2,0,0,support,medium,exist
6721,0.57,0.49,3,159,4,1,0,technical,high,exist
6722,0.66,0.81,5,135,2,0,0,management,low,exist
6723,0.63,0.88,5,260,3,0,0,marketing,medium,exist
6724,0.65,0.96,5,226,2,1,0,marketing,medium,exist
6725,0.33,0.85,2,127,3,0,0,marketing,medium,exist
6726,0.66,0.57,6,278,3,0,0,sales,medium,exist
6727,0.87,0.95,3,242,5,0,0,sales,low,exist
6728,0.85,0.85,3,182,3,0,0,sales,low,exist
6729,0.49,0.51,2,182,3,0,0,sales,low,exist
6730,0.87,0.8,4,197,3,0,0,sales,low,exist
6731,0.17,0.49,4,286,5,1,0,sales,low,exist
6732,0.55,0.46,4,226,5,0,0,sales,low,exist
6733,0.91,0.71,5,156,3,0,0,sales,low,exist
6734,0.96,0.62,5,185,3,0,0,sales,low,exist
6735,0.53,0.5,3,231,3,0,0,sales,low,exist
6736,0.25,0.59,4,166,5,0,0,sales,low,exist
6737,0.98,0.57,3,229,3,0,0,sales,low,exist
6738,0.83,0.36,4,242,3,0,0,sales,low,exist
6739,0.71,0.83,5,206,3,0,0,sales,low,exist
6740,0.74,0.77,4,206,3,0,0,sales,low,exist
6741,0.56,0.7,4,135,2,0,0,sales,low,exist
6742,0.23,0.9,5,234,3,1,0,sales,low,exist
6743,0.35,0.64,4,147,2,0,0,sales,low,exist
6744,0.48,0.98,4,174,3,0,0,sales,low,exist
6745,0.83,0.74,3,259,3,1,0,accounting,low,exist
6746,0.73,0.87,3,227,4,0,0,accounting,low,exist
6747,0.85,0.97,4,104,5,0,0,accounting,low,exist
6748,0.8,0.95,3,247,3,0,0,hr,medium,exist
6749,0.98,0.74,4,139,3,0,0,hr,medium,exist
6750,0.96,0.85,3,186,2,0,0,hr,medium,exist
6751,0.67,0.75,3,194,3,0,0,hr,medium,exist
6752,0.58,0.91,3,124,2,0,0,technical,medium,exist
6753,0.83,0.86,3,273,3,0,0,technical,medium,exist
6754,0.9,0.57,4,186,4,0,0,technical,medium,exist
6755,0.89,0.66,4,252,3,0,0,technical,medium,exist
6756,0.99,0.92,3,154,3,0,0,technical,medium,exist
6757,0.89,0.5,4,238,3,0,0,technical,medium,exist
6758,0.79,0.5,4,151,3,1,0,technical,medium,exist
6759,0.64,0.41,3,231,6,0,0,technical,medium,exist
6760,0.22,0.57,5,174,6,0,0,technical,high,exist
6761,0.94,0.6,5,278,2,0,0,technical,low,exist
6762,0.56,0.97,3,270,3,1,0,technical,medium,exist
6763,0.85,0.8,4,158,3,0,0,support,medium,exist
6764,0.8,0.62,3,191,3,0,0,support,medium,exist
6765,0.86,0.53,3,163,3,0,0,support,medium,exist
6766,0.96,1.0,5,152,4,0,0,support,low,exist
6767,0.51,0.61,4,251,2,1,0,support,low,exist
6768,0.73,0.95,3,149,2,0,0,support,low,exist
6769,0.31,0.75,4,220,3,0,0,support,low,exist
6770,0.62,0.51,4,175,3,0,0,support,low,exist
6771,0.55,0.91,3,179,3,1,0,support,low,exist
6772,0.51,0.8,4,257,2,0,0,support,low,exist
6773,0.54,0.54,3,196,3,0,0,support,low,exist
6774,0.65,0.95,3,190,3,0,0,technical,low,exist
6775,0.65,0.75,4,270,2,0,0,technical,low,exist
6776,0.9,0.64,5,226,2,0,0,technical,low,exist
6777,0.55,0.71,3,211,2,0,0,management,low,exist
6778,0.59,0.89,3,192,2,0,0,IT,low,exist
6779,0.34,0.67,5,96,2,1,0,IT,low,exist
6780,0.31,0.92,5,197,5,0,0,IT,low,exist
6781,0.83,0.71,3,243,2,1,0,IT,low,exist
6782,0.8,0.73,3,168,2,0,0,IT,low,exist
6783,0.66,0.85,5,271,4,0,0,product_mng,low,exist
6784,0.98,0.39,5,158,4,1,0,product_mng,medium,exist
6785,0.89,0.52,4,243,5,0,0,product_mng,medium,exist
6786,0.64,0.94,3,148,2,0,0,product_mng,medium,exist
6787,0.95,0.68,3,165,3,0,0,IT,medium,exist
6788,0.96,0.85,5,171,2,0,0,RandD,medium,exist
6789,0.96,0.82,5,164,2,0,0,RandD,medium,exist
6790,0.63,0.81,4,265,2,0,0,RandD,medium,exist
6791,0.83,0.71,4,196,2,0,0,RandD,medium,exist
6792,0.61,0.72,4,182,2,1,0,RandD,medium,exist
6793,0.89,0.66,3,272,3,0,0,RandD,medium,exist
6794,0.67,0.63,3,241,3,0,0,marketing,medium,exist
6795,0.61,1.0,5,139,2,0,0,sales,medium,exist
6796,0.58,0.77,3,180,2,0,0,accounting,high,exist
6797,0.56,0.76,4,206,2,1,0,support,low,exist
6798,0.13,0.49,6,227,4,0,0,technical,medium,exist
6799,0.39,1.0,5,204,5,1,0,management,medium,exist
6800,0.94,0.48,4,218,3,0,0,marketing,medium,exist
6801,0.63,0.61,3,205,2,0,0,marketing,medium,exist
6802,0.75,0.63,4,261,3,1,0,marketing,low,exist
6803,0.7,0.83,3,159,3,0,0,sales,low,exist
6804,0.28,0.83,4,162,3,0,0,sales,low,exist
6805,0.77,0.42,4,98,2,0,0,sales,low,exist
6806,0.79,0.64,4,263,2,0,0,sales,low,exist
6807,0.51,0.46,3,176,3,0,0,sales,low,exist
6808,0.96,0.99,4,233,3,0,0,sales,low,exist
6809,0.72,0.99,4,156,2,1,0,sales,low,exist
6810,0.97,1.0,3,198,2,0,0,sales,low,exist
6811,0.55,0.9,4,191,3,0,0,sales,low,exist
6812,0.32,0.45,2,188,3,0,0,sales,low,exist
6813,0.78,0.65,3,157,2,0,0,sales,low,exist
6814,0.17,0.57,5,286,3,0,0,sales,low,exist
6815,0.88,0.5,4,216,2,0,0,sales,low,exist
6816,0.97,0.5,3,188,3,1,0,sales,low,exist
6817,0.74,0.86,5,153,2,0,0,sales,low,exist
6818,0.26,0.45,5,187,2,0,0,sales,low,exist
6819,0.87,0.92,4,141,3,0,0,sales,low,exist
6820,0.29,0.47,5,139,4,0,0,sales,low,exist
6821,0.91,0.95,3,189,2,0,0,sales,low,exist
6822,0.71,0.77,3,193,3,1,0,accounting,low,exist
6823,0.6,0.63,3,182,3,0,0,accounting,medium,exist
6824,0.5,0.61,4,135,3,0,0,accounting,medium,exist
6825,0.49,0.85,4,238,2,0,0,hr,medium,exist
6826,0.53,0.92,3,199,2,0,0,hr,medium,exist
6827,0.42,0.38,2,115,3,0,0,hr,medium,exist
6828,0.53,0.82,3,133,3,0,0,hr,medium,exist
6829,0.34,0.62,4,158,2,0,0,technical,medium,exist
6830,0.68,0.51,5,158,3,0,0,technical,medium,exist
6831,0.56,0.77,5,238,4,0,0,technical,medium,exist
6832,0.72,0.71,3,242,2,0,0,technical,medium,exist
6833,0.76,0.55,4,250,3,0,0,technical,medium,exist
6834,0.87,0.57,4,175,2,0,0,technical,medium,exist
6835,0.97,0.63,3,270,4,1,0,technical,high,exist
6836,0.8,0.62,3,171,3,0,0,technical,low,exist
6837,0.67,0.81,5,175,6,1,0,technical,medium,exist
6838,0.6,0.97,5,145,2,0,0,technical,medium,exist
6839,0.88,0.5,3,170,3,0,0,technical,medium,exist
6840,0.64,0.74,3,267,2,0,0,support,medium,exist
6841,0.85,0.7,3,188,2,0,0,support,low,exist
6842,0.9,0.48,3,213,3,0,0,support,low,exist
6843,0.76,0.84,5,249,3,0,0,support,low,exist
6844,0.55,0.66,3,134,3,0,0,support,low,exist
6845,0.76,0.77,5,234,3,0,0,support,low,exist
6846,0.87,0.72,3,201,3,0,0,support,low,exist
6847,0.8,0.82,3,178,3,0,0,support,low,exist
6848,0.54,0.68,4,183,2,0,0,support,low,exist
6849,0.84,0.91,4,207,3,0,0,support,low,exist
6850,0.85,0.64,4,147,3,0,0,support,low,exist
6851,0.95,0.49,3,188,3,0,0,technical,low,exist
6852,0.48,0.56,3,229,3,0,0,technical,low,exist
6853,0.53,0.77,2,271,2,0,0,technical,low,exist
6854,0.8,0.82,4,175,2,0,0,management,low,exist
6855,0.4,0.46,2,109,3,0,0,IT,low,exist
6856,0.76,0.69,4,253,3,0,0,IT,low,exist
6857,0.99,0.64,3,174,4,0,0,IT,low,exist
6858,0.49,0.64,3,142,4,0,0,IT,low,exist
6859,0.94,0.71,3,175,3,0,0,IT,low,exist
6860,0.54,0.73,4,266,3,0,0,product_mng,low,exist
6861,0.13,0.93,4,253,5,1,0,product_mng,low,exist
6862,0.91,0.84,3,237,2,0,0,product_mng,medium,exist
6863,0.73,0.56,3,215,3,0,0,product_mng,medium,exist
6864,0.65,0.97,3,171,3,0,0,IT,medium,exist
6865,0.23,0.51,6,194,4,1,0,RandD,medium,exist
6866,0.23,0.88,5,238,6,0,0,RandD,medium,exist
6867,0.89,0.51,3,249,3,0,0,RandD,medium,exist
6868,0.81,0.8,3,183,2,1,0,RandD,medium,exist
6869,0.51,0.74,3,271,4,0,0,RandD,medium,exist
6870,0.35,0.81,6,256,3,0,0,RandD,medium,exist
6871,0.49,0.66,3,169,3,0,0,marketing,medium,exist
6872,0.51,0.8,3,254,2,0,0,sales,medium,exist
6873,0.66,0.86,4,112,6,0,0,accounting,medium,exist
6874,0.74,0.96,5,222,2,0,0,support,high,exist
6875,0.57,0.96,4,177,2,0,0,technical,low,exist
6876,0.8,0.74,5,181,4,1,0,management,medium,exist
6877,0.79,0.84,4,144,2,1,0,marketing,medium,exist
6878,0.74,0.94,4,255,4,0,0,marketing,medium,exist
6879,0.74,0.8,3,219,2,0,0,marketing,medium,exist
6880,0.4,1.0,6,206,2,0,0,sales,low,exist
6881,0.14,0.71,2,155,3,0,0,sales,low,exist
6882,0.83,0.87,5,248,3,0,0,sales,low,exist
6883,0.76,0.52,4,259,2,0,0,sales,low,exist
6884,0.8,0.8,3,271,4,0,0,sales,low,exist
6885,0.95,0.38,2,103,3,0,0,sales,low,exist
6886,0.88,0.76,4,159,4,1,0,sales,low,exist
6887,0.92,0.85,4,184,3,0,0,sales,low,exist
6888,0.16,0.88,4,201,6,0,0,sales,medium,exist
6889,0.7,0.63,3,157,4,0,0,sales,medium,exist
6890,0.71,0.93,3,287,5,0,0,sales,medium,exist
6891,0.52,0.82,2,242,3,0,0,sales,medium,exist
6892,0.49,0.58,5,246,3,1,0,sales,medium,exist
6893,0.5,0.57,3,219,3,0,0,sales,medium,exist
6894,0.86,0.94,3,212,3,0,0,sales,medium,exist
6895,0.49,0.99,5,262,2,1,0,sales,medium,exist
6896,0.69,0.91,4,128,3,1,0,sales,medium,exist
6897,0.96,1.0,3,231,6,0,0,sales,medium,exist
6898,0.87,0.54,3,260,2,0,0,sales,medium,exist
6899,0.36,0.4,3,160,3,0,0,accounting,medium,exist
6900,0.86,1.0,3,166,3,1,0,accounting,medium,exist
6901,0.79,0.74,4,222,2,0,0,accounting,medium,exist
6902,1.0,0.52,4,171,4,0,0,hr,medium,exist
6903,0.88,0.88,3,220,4,0,0,hr,medium,exist
6904,0.49,0.65,4,176,3,1,0,hr,medium,exist
6905,0.52,0.62,3,160,2,0,0,hr,medium,exist
6906,0.76,0.78,3,162,3,0,0,technical,medium,exist
6907,0.69,0.91,3,167,2,0,0,technical,medium,exist
6908,0.69,0.81,5,217,2,0,0,technical,medium,exist
6909,0.75,0.58,3,159,3,0,0,technical,medium,exist
6910,0.47,0.47,4,191,3,0,0,technical,medium,exist
6911,0.88,1.0,3,125,3,0,0,technical,medium,exist
6912,0.49,0.43,5,210,4,1,0,technical,medium,exist
6913,0.92,0.67,4,241,3,0,0,technical,high,exist
6914,0.24,0.48,4,145,3,1,0,technical,high,exist
6915,0.69,1.0,5,237,3,0,0,technical,high,exist
6916,0.81,0.57,4,213,4,0,0,technical,high,exist
6917,0.61,0.48,4,257,2,0,0,support,high,exist
6918,0.75,0.86,6,114,4,0,0,support,high,exist
6919,0.69,0.86,4,214,2,0,0,support,high,exist
6920,0.53,0.49,3,191,3,0,0,support,high,exist
6921,0.93,0.96,4,223,3,1,0,support,high,exist
6922,0.15,0.67,5,249,5,0,0,support,high,exist
6923,0.48,0.41,5,286,3,0,0,support,high,exist
6924,0.67,0.73,4,251,3,0,0,support,high,exist
6925,0.36,0.93,3,162,5,0,0,support,low,exist
6926,0.35,0.54,3,138,4,0,0,support,low,exist
6927,0.65,0.62,4,235,3,0,0,support,low,exist
6928,0.8,0.5,4,125,3,0,0,technical,low,exist
6929,0.97,0.96,5,210,6,1,0,technical,low,exist
6930,0.67,0.64,4,136,3,0,0,technical,low,exist
6931,0.58,0.78,3,223,3,0,0,management,low,exist
6932,0.61,0.67,3,188,5,0,0,IT,low,exist
6933,0.97,0.66,4,214,2,1,0,IT,low,exist
6934,0.87,0.97,4,160,3,0,0,IT,low,exist
6935,0.8,0.71,4,200,2,0,0,IT,low,exist
6936,0.91,0.55,3,223,3,0,0,IT,low,exist
6937,0.63,0.73,3,272,2,0,0,product_mng,low,exist
6938,0.79,0.96,4,170,2,0,0,product_mng,low,exist
6939,0.89,0.57,2,235,3,1,0,product_mng,low,exist
6940,1.0,0.87,3,274,3,0,0,product_mng,medium,exist
6941,0.6,0.73,5,203,2,0,0,IT,medium,exist
6942,0.7,0.8,4,236,2,0,0,RandD,medium,exist
6943,0.79,0.81,4,203,3,0,0,RandD,medium,exist
6944,0.88,0.72,4,249,3,1,0,RandD,medium,exist
6945,0.87,0.48,4,133,2,0,0,RandD,medium,exist
6946,0.52,0.58,3,203,2,0,0,RandD,medium,exist
6947,0.59,0.75,3,168,3,0,0,RandD,medium,exist
6948,0.64,0.75,4,172,4,0,0,marketing,medium,exist
6949,0.81,0.83,3,177,2,0,0,sales,medium,exist
6950,0.87,0.57,3,149,2,0,0,accounting,medium,exist
6951,0.74,0.61,3,231,2,0,0,support,medium,exist
6952,0.73,0.89,3,226,3,1,0,technical,high,exist
6953,0.97,0.58,4,187,4,1,0,management,high,exist
6954,0.54,0.81,3,145,2,0,0,marketing,high,exist
6955,0.59,0.55,4,138,2,0,0,marketing,high,exist
6956,0.99,0.95,3,153,4,0,0,marketing,high,exist
6957,0.79,0.75,4,168,3,0,0,sales,high,exist
6958,0.96,0.37,3,111,2,0,0,sales,high,exist
6959,0.54,0.67,3,154,2,0,0,sales,high,exist
6960,0.79,0.84,4,171,3,0,0,sales,low,exist
6961,0.64,0.79,3,253,2,0,0,sales,low,exist
6962,0.65,0.53,4,160,3,0,0,sales,low,exist
6963,0.87,0.86,3,196,4,0,0,sales,low,exist
6964,0.7,0.59,4,178,3,0,0,sales,low,exist
6965,0.89,0.81,3,268,3,0,0,sales,low,exist
6966,0.61,0.58,6,146,3,0,0,sales,low,exist
6967,0.9,0.49,4,185,2,0,0,sales,low,exist
6968,0.49,0.54,4,247,3,1,0,sales,medium,exist
6969,0.85,0.97,4,210,2,0,0,sales,medium,exist
6970,0.54,0.58,3,234,3,0,0,sales,medium,exist
6971,0.64,0.57,4,271,2,0,0,sales,medium,exist
6972,0.81,0.77,5,102,5,0,0,sales,medium,exist
6973,0.49,0.66,3,163,3,0,0,sales,medium,exist
6974,0.58,0.57,3,144,4,1,0,sales,medium,exist
6975,0.62,0.49,3,172,3,0,0,sales,medium,exist
6976,0.8,0.84,3,203,3,1,0,accounting,medium,exist
6977,0.64,0.64,3,192,3,1,0,accounting,medium,exist
6978,0.81,0.86,5,159,2,0,0,accounting,medium,exist
6979,0.8,0.74,3,159,2,0,0,hr,medium,exist
6980,0.92,0.81,4,206,2,0,0,hr,medium,exist
6981,0.66,0.98,4,225,2,1,0,hr,medium,exist
6982,0.79,0.89,3,252,2,0,0,hr,medium,exist
6983,0.74,0.54,6,113,3,0,0,technical,medium,exist
6984,0.79,0.74,3,238,2,0,0,technical,medium,exist
6985,0.87,0.94,3,217,3,0,0,technical,medium,exist
6986,0.49,0.57,4,145,2,0,0,technical,medium,exist
6987,0.3,0.44,5,128,4,1,0,technical,medium,exist
6988,0.85,0.89,4,177,3,0,0,technical,medium,exist
6989,0.61,0.97,4,256,4,0,0,technical,medium,exist
6990,0.68,0.55,3,182,3,1,0,technical,medium,exist
6991,0.67,0.67,4,226,2,0,0,technical,high,exist
6992,0.63,0.73,5,168,3,0,0,technical,low,exist
6993,0.63,0.94,4,145,3,0,0,technical,medium,exist
6994,0.5,0.88,4,172,4,0,0,support,medium,exist
6995,0.7,0.55,4,233,2,0,0,support,medium,exist
6996,0.18,0.46,5,202,4,0,0,support,medium,exist
6997,0.77,0.55,5,255,2,0,0,support,medium,exist
6998,0.78,0.61,3,257,3,0,0,support,medium,exist
6999,0.54,0.77,3,185,3,0,0,support,medium,exist
7000,0.9,0.69,3,231,4,0,0,support,medium,exist
7001,0.56,0.76,3,207,2,0,0,support,medium,exist
7002,0.63,0.81,3,215,3,0,0,support,medium,exist
7003,0.68,0.75,5,243,3,1,0,support,low,exist
7004,0.96,0.54,3,198,3,0,0,support,low,exist
7005,0.85,0.87,6,232,6,0,0,technical,low,exist
7006,0.82,0.66,4,150,3,0,0,technical,low,exist
7007,0.44,0.39,2,188,3,0,0,technical,low,exist
7008,0.86,0.97,4,155,3,0,0,management,low,exist
7009,0.56,0.68,3,109,3,0,0,IT,low,exist
7010,0.69,0.94,3,170,3,0,0,IT,high,exist
7011,0.91,0.85,5,214,2,0,0,IT,low,exist
7012,0.99,0.94,3,244,3,0,0,IT,high,exist
7013,0.76,0.84,5,137,4,0,0,IT,high,exist
7014,0.63,0.67,5,250,2,0,0,product_mng,low,exist
7015,0.21,0.62,4,247,3,1,0,product_mng,low,exist
7016,0.63,0.43,2,222,4,0,0,product_mng,high,exist
7017,0.58,0.51,2,100,2,0,0,product_mng,low,exist
7018,0.52,0.84,4,212,3,0,0,IT,medium,exist
7019,0.89,0.64,3,184,5,0,0,RandD,high,exist
7020,0.81,0.81,4,177,3,0,0,RandD,medium,exist
7021,0.62,0.73,3,138,3,0,0,RandD,medium,exist
7022,0.83,0.5,4,167,3,1,0,RandD,medium,exist
7023,0.85,0.99,3,201,3,0,0,RandD,medium,exist
7024,0.52,0.61,5,162,3,0,0,marketing,high,exist
7025,0.57,0.97,5,126,5,0,0,sales,medium,exist
7026,0.93,1.0,4,145,3,0,0,accounting,medium,exist
7027,0.78,0.89,3,211,3,0,0,support,medium,exist
7028,0.65,0.59,3,167,2,0,0,technical,high,exist
7029,0.42,0.74,5,256,6,0,0,management,medium,exist
7030,0.22,0.61,6,237,5,0,0,marketing,high,exist
7031,0.71,0.96,5,135,4,1,0,marketing,low,exist
7032,0.44,0.68,5,209,4,0,0,marketing,medium,exist
7033,0.6,0.52,4,190,3,0,0,sales,medium,exist
7034,0.68,0.61,3,134,4,0,0,sales,medium,exist
7035,0.53,0.41,2,148,2,1,0,sales,medium,exist
7036,0.8,0.82,4,202,3,0,0,sales,low,exist
7037,0.97,0.82,4,176,2,0,0,sales,low,exist
7038,0.47,0.47,2,221,6,0,0,sales,low,exist
7039,0.96,0.93,3,156,3,0,0,sales,low,exist
7040,0.81,0.45,6,98,3,0,0,sales,low,exist
7041,0.86,0.65,4,134,4,0,0,sales,low,exist
7042,0.59,0.82,4,203,4,1,0,sales,low,exist
7043,0.53,0.97,3,189,3,0,0,sales,low,exist
7044,0.57,0.86,3,258,2,0,0,sales,low,exist
7045,0.7,0.48,4,237,3,0,0,sales,low,exist
7046,0.58,0.59,4,224,3,0,0,sales,high,exist
7047,0.43,0.86,5,125,3,1,0,sales,low,exist
7048,0.92,0.82,4,207,4,0,0,sales,low,exist
7049,0.24,0.7,5,194,3,0,0,sales,low,exist
7050,0.67,0.52,3,273,3,0,0,sales,low,exist
7051,0.68,0.84,3,209,3,0,0,sales,high,exist
7052,0.54,0.75,3,181,3,0,0,accounting,low,exist
7053,0.73,0.63,3,172,4,1,0,accounting,low,exist
7054,0.59,0.41,4,139,3,0,0,accounting,low,exist
7055,0.22,0.64,6,260,4,0,0,hr,high,exist
7056,0.49,0.83,3,168,4,1,0,hr,low,exist
7057,0.91,1.0,6,242,3,1,0,hr,medium,exist
7058,0.18,0.97,4,206,3,0,0,hr,high,exist
7059,0.71,0.41,5,107,4,0,0,technical,medium,exist
7060,0.56,0.66,5,216,2,0,0,technical,high,exist
7061,0.84,0.62,4,152,3,0,0,technical,medium,exist
7062,0.59,0.49,5,122,5,0,0,technical,medium,exist
7063,0.88,0.62,4,138,3,0,0,technical,medium,exist
7064,0.8,0.52,3,182,2,0,0,technical,medium,exist
7065,0.53,0.63,3,205,2,0,0,technical,medium,exist
7066,0.53,0.83,3,267,4,0,0,technical,medium,exist
7067,0.3,0.67,3,150,2,0,0,technical,medium,exist
7068,0.91,0.7,4,134,2,0,0,technical,medium,exist
7069,0.32,0.66,5,116,5,1,0,technical,high,exist
7070,0.73,0.87,3,181,3,0,0,support,low,exist
7071,0.87,0.54,3,268,3,0,0,support,medium,exist
7072,0.57,0.73,3,129,3,0,0,support,medium,exist
7073,0.62,0.94,3,151,4,0,0,support,medium,exist
